12011, -248, -6, 14
12032, -249, -7, 13
12053, -250, -7, 15
12075, -252, -9, 15
12096, -253, -9, 16
12118, -254, -10, 14
12139, -255, -11, 16
12160, -256, -11, 14
12181, -257, -12, 15
12203, -258, -12, 15
12224, -259, -13, 16
12246, -260, -14, 18
12267, -261, -14, 16
12288, -262, -15, 16
12309, -263, -16, 17
12331, -264, -16, 17
12352, -265, -17, 16
12374, -266, -17, 17
12395, -268, -19, 16
12416, -269, -19, 16
12437, -270, -20, 18
12459, -271, -21, 16
12480, -272, -21, 17
12502, -273, -22, 18
12523, -274, -22, 18
12544, -275, -23, 17
12565, -276, -24, 17
12587, -277, -24, 18
12608, -278, -25, 18
12630, -279, -26, 18
12651, -280, -26, 18
12672, -281, -27, 16
12693, -282, -27, 18
12715, -284, -29, 17
12736, -285, -29, 18
12758, -286, -30, 18
12779, -287, -31, 18
12800, -288, -31, 16
12821, -289, -32, 17
12843, -290, -32, 18
12864, -291, -33, 18
12886, -292, -34, 19
12907, -293, -34, 19
12928, -294, -35, 17
12949, -295, -36, 19
12971, -296, -36, 20
12992, -297, -37, 20
13014, -299, -38, 21
13035, -300, -39, 20
13056, -301, -39, 20
13077, -302, -40, 20
13099, -303, -41, 20
13120, -304, -41, 21
13142, -305, -42, 21
13163, -306, -43, 20
13184, -307, -43, 18
13205, -308, -44, 20
13227, -309, -44, 20
13248, -310, -45, 20
13270, -311, -46, 20
13291, -312, -46, 20
13312, -313, -47, 19
13333, -315, -48, 20
13355, -316, -49, 19
13376, -317, -49, 19
13398, -318, -50, 20
13419, -319, -51, 20
13440, -320, -51, 20
13461, -321, -52, 20
13483, -322, -53, 20
13504, -323, -53, 19
13526, -324, -54, 19
13547, -325, -54, 19
13568, -326, -55, 19
13589, -327, -56, 20
13611, -328, -56, 22
13632, -329, -57, 20
13654, -330, -58, 21
13675, -332, -59, 20
13696, -333, -59, 21
13717, -334, -60, 21
13739, -335, -61, 22
13760, -336, -61, 22
13782, -337, -62, 21
13803, -338, -63, 21
13824, -339, -63, 20
13845, -340, -64, 21
13867, -341, -64, 21
13888, -342, -65, 21
13910, -343, -66, 20
13931, -344, -66, 20
13952, -345, -67, 20
13973, -346, -68, 20
13995, -348, -69, 20
14016, -349, -69, 19
14038, -350, -70, 20
14059, -351, -71, 20
14080, -352, -71, 19
14101, -353, -72, 21
14123, -354, -73, 20
14144, -355, -73, 21
14166, -356, -74, 22
14187, -357, -75, 21
14208, -358, -75, 20
14229, -359, -76, 22
14251, -360, -76, 22
14272, -361, -77, 22
14294, -362, -78, 22
14315, -364, -79, 23
14336, -365, -80, 21
14357, -366, -80, 22
14379, -367, -81, 22
14400, -368, -81, 23
14422, -369, -82, 23
